,teamId,0,1,2
0,674,0.2894736842105263,0.3684210526315789,0.34210526315789475
1,675,0.47368421052631576,0.5263157894736842,0.0
2,676,0.631578947368421,0.34210526315789475,0.02631578947368421
3,677,0.47368421052631576,0.15789473684210525,0.3684210526315789
4,678,0.3157894736842105,0.21052631578947367,0.47368421052631576
5,679,0.3684210526315789,0.2631578947368421,0.3684210526315789
6,680,0.2894736842105263,0.23684210526315788,0.47368421052631576
7,682,0.23684210526315788,0.2631578947368421,0.5
8,683,0.2631578947368421,0.13157894736842105,0.6052631578947368
9,684,0.5789473684210527,0.2631578947368421,0.15789473684210525
10,687,0.3684210526315789,0.5,0.13157894736842105
11,691,0.3684210526315789,0.10526315789473684,0.5263157894736842
12,692,0.39473684210526316,0.2894736842105263,0.3157894736842105
13,695,0.34210526315789475,0.21052631578947367,0.4473684210526316
14,696,0.2894736842105263,0.07894736842105263,0.631578947368421
15,698,0.2631578947368421,0.0,0.7368421052631579
16,701,0.2631578947368421,0.18421052631578946,0.5526315789473685
17,712,0.2894736842105263,0.10526315789473684,0.6052631578947368
18,714,0.4473684210526316,0.2631578947368421,0.2894736842105263
19,756,0.2631578947368421,0.21052631578947367,0.5263157894736842
20,1609,0.6052631578947368,0.13157894736842105,0.2631578947368421
21,1610,0.34210526315789475,0.47368421052631576,0.18421052631578946
22,1611,0.2894736842105263,0.42105263157894735,0.2894736842105263
23,1612,0.47368421052631576,0.39473684210526316,0.13157894736842105
24,1613,0.18421052631578946,0.10526315789473684,0.7105263157894737
25,1619,0.2631578947368421,0.23684210526315788,0.5
26,1623,0.2894736842105263,0.10526315789473684,0.6052631578947368
27,1624,0.5,0.34210526315789475,0.15789473684210525
28,1625,0.4473684210526316,0.5263157894736842,0.02631578947368421
29,1627,0.39473684210526316,0.0,0.6052631578947368
30,1628,0.3157894736842105,0.2631578947368421,0.42105263157894735
31,1631,0.2894736842105263,0.2894736842105263,0.42105263157894735
32,1633,0.2894736842105263,0.10526315789473684,0.6052631578947368
33,1639,0.3684210526315789,0.05263157894736842,0.5789473684210527
34,1644,0.21052631578947367,0.13157894736842105,0.6578947368421053
35,1646,0.34210526315789475,0.0,0.6578947368421053
36,1651,0.3684210526315789,0.07894736842105263,0.5526315789473685
37,1659,0.42105263157894735,0.2631578947368421,0.3157894736842105
38,1673,0.18421052631578946,0.23684210526315788,0.5789473684210527
39,2443,0.2647058823529412,0.23529411764705882,0.5
40,2444,0.5294117647058824,0.35294117647058826,0.11764705882352941
41,2445,0.3235294117647059,0.058823529411764705,0.6176470588235294
42,2446,0.35294117647058826,0.29411764705882354,0.35294117647058826
43,2447,0.38235294117647056,0.35294117647058826,0.2647058823529412
44,2449,0.23529411764705882,0.29411764705882354,0.47058823529411764
45,2450,0.08823529411764706,0.2647058823529412,0.6470588235294118
46,2451,0.47058823529411764,0.17647058823529413,0.35294117647058826
47,2453,0.3235294117647059,0.058823529411764705,0.6176470588235294
48,2454,0.5294117647058824,0.23529411764705882,0.23529411764705882
49,2455,0.11764705882352941,0.11764705882352941,0.7647058823529411
50,2457,0.3235294117647059,0.058823529411764705,0.6176470588235294
51,2460,0.17647058823529413,0.29411764705882354,0.5294117647058824
52,2462,0.20588235294117646,0.08823529411764706,0.7058823529411765
53,2463,0.2647058823529412,0.08823529411764706,0.6470588235294118
54,2481,0.20588235294117646,0.08823529411764706,0.7058823529411765
55,2482,0.35294117647058826,0.35294117647058826,0.29411764705882354
56,2975,0.29411764705882354,0.29411764705882354,0.4117647058823529
57,3157,0.631578947368421,0.2631578947368421,0.10526315789473684
58,3158,0.5263157894736842,0.3684210526315789,0.10526315789473684
59,3159,0.6842105263157895,0.3157894736842105,0.0
60,3161,0.5526315789473685,0.34210526315789475,0.10526315789473684
61,3162,0.3684210526315789,0.5,0.13157894736842105
62,3163,0.42105263157894735,0.2894736842105263,0.2894736842105263
63,3164,0.7368421052631579,0.02631578947368421,0.23684210526315788
64,3165,0.5263157894736842,0.05263157894736842,0.42105263157894735
65,3166,0.47368421052631576,0.10526315789473684,0.42105263157894735
66,3172,0.2631578947368421,0.2631578947368421,0.47368421052631576
67,3173,0.2894736842105263,0.05263157894736842,0.6578947368421053
68,3176,0.34210526315789475,0.21052631578947367,0.4473684210526316
69,3185,0.39473684210526316,0.3157894736842105,0.2894736842105263
70,3187,0.7894736842105263,0.21052631578947367,0.0
71,3193,0.3157894736842105,0.23684210526315788,0.4473684210526316
72,3194,0.42105263157894735,0.2631578947368421,0.3157894736842105
73,3197,0.18421052631578946,0.10526315789473684,0.7105263157894737
74,3204,0.5526315789473685,0.21052631578947367,0.23684210526315788
75,3219,0.3684210526315789,0.5263157894736842,0.10526315789473684
76,3315,0.3684210526315789,0.34210526315789475,0.2894736842105263
77,3766,0.3684210526315789,0.5526315789473685,0.07894736842105263
78,3767,0.6052631578947368,0.39473684210526316,0.0
79,3770,0.3684210526315789,0.13157894736842105,0.5
80,3771,0.5263157894736842,0.34210526315789475,0.13157894736842105
81,3772,0.2631578947368421,0.5263157894736842,0.21052631578947367
82,3774,0.4473684210526316,0.23684210526315788,0.3157894736842105
83,3775,0.631578947368421,0.34210526315789475,0.02631578947368421
84,3776,0.4473684210526316,0.39473684210526316,0.15789473684210525
85,3777,0.39473684210526316,0.2631578947368421,0.34210526315789475
86,3779,0.42105263157894735,0.18421052631578946,0.39473684210526316
87,3780,0.2894736842105263,0.18421052631578946,0.5263157894736842
88,3782,0.5526315789473685,0.13157894736842105,0.3157894736842105
89,3783,0.23684210526315788,0.13157894736842105,0.631578947368421
90,3785,0.5,0.21052631578947367,0.2894736842105263
91,3787,0.5,0.2894736842105263,0.21052631578947367
92,3789,0.2894736842105263,0.13157894736842105,0.5789473684210527
93,3795,0.39473684210526316,0.21052631578947367,0.39473684210526316
94,3799,0.4473684210526316,0.2631578947368421,0.2894736842105263
95,3804,0.3157894736842105,0.2631578947368421,0.42105263157894735
96,10531,0.5789473684210527,0.18421052631578946,0.23684210526315788
97,19830,0.47368421052631576,0.3157894736842105,0.21052631578947367
